372, khoa các khoa học liên ngành –  đại học quốc gia hà nội có tên viết tắt là, khoa các khoa học liên ngành có tên viết tắt là sis
373, khoa các khoa học liên ngành –  đại học quốc gia hà nội tiền thân là, khoa sau đại học – đhqghn
374, cơ quan chủ quản của bệnh viện  đại học quốc gia hà nội là, đại học quốc gia hà nội
375, thủ tướng chính phủ nước việt nam dân chủ cộng hòa đã ký quyết định số 128/cp ngày 14/8/1967 chia trường đại học sư phạm hà nội thành 3 trường đại học sư phạm thuộc bộ giáo dục là, trường đại học sư phạm hà nội 1  trường đại học sư phạm hà nội 2  trường đại học sư phạm ngoại ngữ hà nội.
376, năm 1999  trung tâm nghiên cứu vi sinh ứng dụng và trung tâm nghiên cứu nấm ăn thuộc đại học khoa học tự nhiên được tổ chức lại thành gi, trung tâm công nghệ sinh học
377, những trường đại học nào sau đây có trường thpt trực thuộc, trường đại học ngoại ngữ  đại học khoa học tự nhiên  đại học giáo dục
378, tên gọi của lớp chuyên đầu tiên của trường đh tổng hợp hà nội và là lớp năng khiếu đầu tiên trong cả nước là gì, lớp chuyên toán a0
379, trong các đơn vị của  đại học quốc gia hà nội  đơn vị đầu tiên áp dụng phương thức đào tạo theo tín chỉ do sinh viên được đăng ký lớp môn học ngay từ đầu năm học 2007 - 2008 là, trường đại học khoa học xã hội và nhân văn
380, trong giai đoạn 2014 – 2020  những đơn vị trong  đại học quốc gia hà nội áp dụng chuyên ngành đào tạo cử nhân liên ngành là, trường đại học khoa học tự nhiên  trường đại học khoa học xã hội và nhân văn  trường đại học công nghệ
381, từ năm 1993 đến nay   đại học quốc gia hà nội đã đào tạo thí điểm 25 ngành  chuyên ngành  cụ thể gồm, 4 chương trình đại học  18 chương trình thạc sỹ và 3 chương trình tiến sỹ
382, đâu không phải là tiêu chí trong bảng xếp hạng qs châu á năm 2017, tỷ lệ giảng viên có trình độ thạc sỹ
383, ngày 19/12/2017  đại diện mạng lưới các trường đại học đông nam á aun đã công bố quyết định và trao chứng nhận đạt chuẩn chất lượng cấp trường của mạng lưới các trường đại học đông nam á cho đơn vị đào tạo nào thuộc  đại học quốc gia hà nội, trường đại học khoa học tự nhiên
384, lần đầu tiên một mã ngành đào tạo nghiên cứu phật học được mở chính thức ở việt nam tại đơn vị nào của  đại học quốc gia hà nội, viện trần nhân tông  đhqghn
385, người được nhận giải thưởng tạ quang bửu dành cho nhà khoa học trẻ dưới 35 tuổi vào 18/5/2018 là giảng viên trường nào trong  đại học quốc gia hà nội, trường đại học khoa học tự nhiên
386, đâu không phải là một trong những đơn vị hỗ trợ đào tạo tại  đại học quốc gia hà nội, trung tâm giới thiệu việc làm
387,phòng này nói về cái gì,100.mp3
388,phòng này chứa giá trị gì,100.mp3
389,phòng truyền thống lưu trữ những giá trị gì,100.mp3
390,ý nghĩa của phòng truyền thống là gì,100.mp3
391,phòng truyền thống có những cái gì,100.mp3
392,idk,Xin lỗi mình chưa nghe rõ bạn có thể nó lại được không
393,idk,bạn có thể đặt câu hỏi chi tiết hơn không
394, giám đốc và các phó giám đốc  đại học quốc gia hà nội do ai bổ nhiệm  miễn nhiệm, thủ tướng chính phủ
395, khai giảng khóa đầu tiên của đại học quốc gia việt nam dưới sự chủ tọa của ai, chủ tịch hồ chí minh
396, ngày 20/12/2003  ai là người đã chính thức động thổ xây dựng  đại học quốc gia hà nội, thủ tướng chính phủ phan văn khải
397, ai là người ký sắc lệnh thành lập đại học quốc gia việt nam – nay là đại học quốc gia hà nội , chủ tịch hồ chính minh đã kí sắc lệnh thành lập đại học quốc gia việt nam
398, ai đã kí quyết định thành lập đại học tổng hợp hà nội, thủ tướng chính phủ
399, hiệu trưởng đầu tiên của đại học tổng hợp hà nội là ai, giáo sư ngụy như kon tum là hiệu trưởng đầu tiên trường đại học tổng hợp hà nội
400, ai là người đã ký quyết định thành lập viện trần nhân tông vào ngày 01/09/2016, thủ tướng chính phủ đã kí quyết định thành lập viện trần nhân tông
401, bệnh viện  đại học quốc gia hà nội được thành lập theo quyết định của ai, giám đốc đại học quốc gia hà nội
402, thủ tướng chính phủ nước việt nam dân chủ cộng hòa nguời mà đã ký quyết định số 128/cp ngày 14/8/1967 chia trường đại học sư phạm hà nội thành 3 trường đại học sư phạm thuộc bộ giáo dục là ai, thủ tướng phan văn khải đã kí quyết định chia đại học sư phạm thành 3 trường đại học sư phạm
403, trưởng ban đào tạo của  đại học quốc gia hà nội hiện này là ai, giáo sư.tiến sĩkh. nguyễn đình đức là trưởng ban đào tạo của đại học quốc gia hà nội
404, ai là người đã ký quyết định số 2068/qđ-ttg ngày 21/12/2017 về việc chuyển giao chủ dự án xây dựng  đại học quốc gia hà nội tại hòa lạc từ bộ xây dựng sang  đại học quốc gia hà nội, thủ tướng chính phủ
405, ai là người đầu tiên đề xuất việc thành lập các lớp đào tạo học sinh năng khiếu hiện nay là 02 trường trung học phổ thông chuyên , cố thủ tướng phạm văn đồng
406, bài hát truyền thống của  đại học quốc gia hà nội do ai sáng tác, nhạc sĩ hoàng vân sáng tác ra bài hát truyền thống của đại học quốc gia hà nội
407, nguồn nhân lực thực hiện các hoạt động nghiên cứu khoa học công nghệ ở  đại học quốc gia hà nội không chỉ có nghiên cứu viên mà bao gồm, các giảng viên  nghiên cứu sinh  học viên cao học và sinh viên đại học
408, giám đốc  đại học quốc gia hà nội hiện nay là ai, nguyễn kim sơn hiện đang làm giám đốc đại học quốc gia hà nội
409, nguyên phó giám đốc đại học quốc gia hà nội hiện đang giữ chức thứ trưởng bộ lao động thương binh và xã hội là ai, lê quân hiện đang là thứ trưởng bộ lao động thương binh và xã hội.
410, bí thư đảng ủy  đại học quốc gia hà nội hiện nay là ai, nguyễn kim sơn hiện đang làm bí thư đảng ủy của đại học quốc gia hà nội
411, tứ trụ của ngành sử học việt nam đương đại gồm những ai, giáo sư. đinh xuân lâm  giáo sư. phan huy lê  giáo sư. hà văn tấn  giáo sư. trần quốc vượng.
412, hiện nay  ai là hiệu trưởng trường đại học khoa học xã hội và nhân văn, giáo sư.tiến sĩ. phạm quang minh hiện đang làm hiệu trưởng trường đại học khoa học xã hội và nhân văn.
413, chủ tịch công đoàn  đại học quốc gia hà nội hiện nay là ai, đinh văn hường hiện đang là chủ tịch công đoàn đại học quốc gia hà nội
414, ai hiện đang chức chủ tịch hội đồng đảm bảo chất lượng  đại học quốc gia hà nội, mai trọng nhuận hiện đang là chủ tịch hội đồng đảm bảo chất lượng đại học quốc gia hà nội
415, nữ phó giáo sư trẻ nhất năm 2016 là một giảng viên của  đại học quốc gia hà nội  cô là ai, bùi thị hồng thái là nữ phó giáo sư trẻ nhất đại học quốc gia hà nội năm 2016 
416, giáo sư trẻ nhất năm 2006 là một giảng viên của  đại học quốc gia hà nội  là ai, giáo sư.tiến sĩ nguyễn hữu dư là giáo sư trẻ nhất đại học quốc gia hà nội năm 2006
417, hiện nay  ai đang giữ chức chủ tịch hội đồng khoa học và đào tạo  đại học quốc gia hà nội, vũ minh giang hiện đang là chủ tịch hội đông khoa học và đào tạo đại học quốc gia hà nội
418, hiệu trưởng trường đại học ngoại ngữ   đại học quốc gia hà nội hiện nay là ai, đỗ tuấn minh đang là hiệu trưởng trường đại học ngoại ngữ.
419, hiệu trưởng trường đại học công nghệ   đại học quốc gia hà nội hiện nay là ai, nguyễn việt hà đang là hiệu trưởng trường đại học công nghệ.
420, hiệu trưởng trường đại học kinh tế   đại học quốc gia hà nội hiện nay là ai, nguyễn trúc lê đang là hiệu trưởng trường đại học kinh tế.
421, hiệu trưởng trường đại học giáo dục   đại học quốc gia hà nội hiện nay là ai, nguyễn quý thanh đang là hiệu trưởng trường đại học giáo dục
422, viện trưởng viện trần nhân tông   đại học quốc gia hà nội hiện nay là ai, phó giáo sư.tiến sĩ nguyễn kim sơn đang là viện trưởng viện trần nhân tông  đại học quốc gia hà nội
423, viện trưởng viện công nghệ thông tin   đại học quốc gia hà nội hiện nay là ai, phó giáo sư.tiến sĩ. đỗ toàn năng đang là viện trưởng viện công nghệ thông tin  đại học quốc gia hà nội
424, viện trưởng viện việt nam học và khoa học phát triển   đại học quốc gia hà nội hiện nay là ai, giáo sư.tiến sĩ phạm hồng tung đang là viện trưởng viện việt nam học và khoa học phát triển  đại học quốc gia hà nội
425, giám đốc trung tâm giáo dục thể chất và thể thao   đại học quốc gia hà nội hiện nay là ai, ngô quang huy đang là giám đốc trung tâm giáo dục thể chất và thể thao  đại học quốc gia hà nội
426, viện trưởng viện tài nguyên và môi trường   đại học quốc gia hà nội hiện nay là ai, hoàng văn thắng đang là viện trưởng viện tài nguyên và môi trường  đại học quốc gia hà nội
427, viện trưởng viện quốc tế pháp ngữ   đại học quốc gia hà nội hiện nay là ai, ngô tự lập đang là viện trưởng viện quốc tế pháp ngữ  đại học quốc gia hà nội
428, hiệu trưởng đầu tiên của trường đại học tổng hợp hà nội là ai, ngụy như kon tum là hiệu trưởng đầu tiên của đại học tổng hợp
429, giám đốc đầu tiên của đại học quốc gia hà nội là ai, nguyễn văn đạo là giám đốc đầu tiên của đại học quốc gia hà nội
430, ai là nhà toán học việt nam đương đại đầu tiên được đặt tên đường, lê văn thiêm là nhà toán học đầu tiên được đặt tên đường
431, năm 2017  nhà giáo nào của  đại học quốc gia hà nội đã nhận giải thưởng hồ chí minh về khoa học và công nghệ lần thứ v với công trình lịch sử và văn hóa việt nam - tiếp cận bộ phận, phan huy lê nhận giải thưởng hồ chí minh về khoa học và công nghệ lần thứ v
432, năm 2017  nhà giáo nào của  đại học quốc gia hà nội đã nhận giải thưởng nhà nước về khoa học và công nghệ lần thứ v với cụm công trình nghiên cứu cơ bản và định hướng ứng dụng các vật liệu từ liên kim loại đất hiếm - kim loại chuyển tiếp, thân đức hiền nhận giải thưởng nhà nước về khoa học và công nghệ lần thứ v
433, hiệu trưởng trường đại học khoa học tự nhiên   đại học quốc gia hà nội hiện nay là ai, nguyễn văn nội hiện đang là hiệu trưởng trường đại học khoa học tự nhiên  đại học quốc gia hà nội
434, ai là đại biểu quốc hội việt nam khóa 3 1964-1971 và 4 1971-1975 trong những người sau đây, ngụy như kon tum là đại biểu quốc hội khóa 3 và khóa 4
435, nhóm tác giả trường đại học công nghệ   đại học quốc gia hà nội đã đạt giải nhì giải thưởng nhân tài đất việt năm 2017 với sản phẩm mang tên gì, doit – hệ thống hỗ trợ nâng cao chất lượng văn bản
436, chánh văn phòng  đại học quốc gia hà nội hiện nay là ai, trần quốc bình hiện đang là chánh văn phòng đại học quốc gia hà nội
437, trưởng ban tổ chức cán bộ  đại học quốc gia hà nội hiện nay là ai, nguyễn hiệu đang là trưởng ban tổ chức cán bộ đại học quốc gia hà nội
438, trưởng ban đào tạo  đại học quốc gia hà nội hiện nay là ai, nguyễn đình đức đang là trưởng ban đào tạo đại học quốc gia hà nội
439, trưởng ban chính trị và công tác học sinh  sinh viên của  đại học quốc gia hà nội hiện nay là ai, đinh văn hường hiện đang là trưởng ban chính trị và công tác học sinh  sinh viên đại học quốc gia hà nội
440, ai là tác giả của cụm công trình lịch sử và văn hóa việt nam gồm 4 cuốn lịch sử việt nam từ nguồn gốc đến cuối thế kỉ xix  lịch sử cổ đại việt nam  việt nam văn hóa sử đại cương  đất nước việt nam qua các đời, giáo sư. đào duy anh
441, ai là hiệu trưởng đầu tiên của trường đại học văn khoa 1954-1956, đặng thai mai là hiệu trưởng đầu tiên đại học văn khoa
442, ai là người vinh dự nhận giải thưởng dành cho các nhà khoa học nữ có nhiều cống hiến  giải thưởng kovale giáo sưkaia lần đầu tiên được trao tại việt nam năm 1988, giáo sư.tiến sĩkh.ngưt phạm thị trân châu đã từng nhận giải thưởng kovalevskaia
443, ai là nữ giáo sư đầu tiên của ngành ngôn ngữ học việt nam, hoàng thị châu là nữ giáo sư đầu tiên ngành ngôn ngữ học việt nam
444, ông nguyên là bộ trưởng bộ giáo dục  tên ông nay đã trở thành tên một con phố dài 700m của quận tây hồ  hà nội ông là ai, giáo sư. đặng thai mai
445, tác giả của bộ giáo trình giải tích 3 tập là ai, giáo sư.tiến sĩkh.ngưt nguyễn thừa hợp là tác giả của bộ giải tích
446, vị giám đốc đầu tiên của trường đại học văn khoa hà nội là ai, giáo sư. đặng thai mai là giám đốc đầu tiên trường đại học văn khoa hà nội
447, tác giả hai bộ từ điển hán - việt từ điển 1932 và pháp – việt từ điển 1936 là ai, giáo sư. đào duy anh
448, cách đây 40 năm  vị hiệu trưởng trường đại học tổng hợp hà nội - tiền thân cơ bản của đại học quốc gia hôm nay là ai, giáo sư. ngụy như kontum là hiệu trưởng đầu tiên trường đại học tổng hợp hà nội
449, ai là một trong những người là nhà khảo cổ học đầu tiên tại nước việt nam dân chủ cộng hòa, giáo sư. ngưt trần quốc vượng là một trong những nhà khảo cổ đầu tiên tại việt nam
450, mc lê anh là giảng viên của trường nào, mc lê anh là giảng viên trường đại học khoa học xã hội và nhân văn
451, ngày 27/12/2017  lễ trao giải giải thưởng khoa học công nghệ thanh niên quả cầu vàng đã diễn ra tại tại bộ khoa học và công nghệ trường đại học công nghệ vinh dự có 02 cá nhân trong đó có 1 giảng viên  là ai, tiến sĩ. hà minh hoàng vó vinh dự nhận giải thưởng khoa học công nghệ quả cầu vàng
452,  đại học quốc gia hà nội có một giảng viên đạt huy chương vàng đông nam á năm 2017  hiện là thành viên đội tuyển bóng bàn việt đây là ai, phan hoàng tường giang
453, đồng chí nào nguyên là bí thư thứ nhất bch trung ương đoàn  nguyên là bí thư đoàn đại học quốc gia hà nội, nguyễn đắc vinh là nguyên bí thư đoàn đại học quốc gia hà nội
454, chủ tịch danh dự câu lạc bộ cựu sinh viên  đại học quốc gia hà nội, ông phùng xuân nhạ - bộ trưởng bộ giáo dục và đào tạo  nguyên giám đốc đại học quốc gia hà nội
455, sinh viên được chuyển đi học tại cơ sở đào tạo đại học khác ngoài đại học quốc gia hà nội khi được sự đồng ý của ai, thủ trưởng đơn vị đào tạo
456, giải thưởng sao tháng giêng của hội sinh viên việt nam là giải thưởng dành cho đối tượng nào, cán bộ hội sinh viên xuất sắc
457, đối tượng nào sau đây được miễn học toàn bộ học phần giáo dục quốc phòng - an ninh, sinh viên là người nước ngoài  đã có chứng chỉ giáo dục quốc phòng - an ninh  sinh viên có bằng tốt nghiệp học viện  trường sĩ quan quân đội  công an.
458, đối tượng được miễn học các nội dung thực hành kỹ năng quân sự trong học phần giáo dục quốc phòng – an ninh, sinh viên là tu sỹ thuộc các tôn giáo 
459, đối tượng được miễn học các nội dung thực hành kỹ năng quân sự trong học phần giáo dục quốc phòng – an ninh, sinh viên có thương tật  khuyết tật bẩm sinh  bị bệnh mãn tính làm hạn chế chức năng vận động có giấy chứng nhận của bệnh viện cáp huyện trở lên hoặc tương đương 
460, đối tượng được miễn học các nội dung thực hành kỹ năng quân sự trong học phần giáo dục quốc phòng – an ninh, sinh viên đã hoàn thành nghĩa vụ quân sự  có giấy xuất ngũ do đơn vị quân đội có thẩm quyền cấp
461, đối tượng nào sau đây được miễn học toàn bộ học phần giáo dục thể chất, sinh viên đã hoàn thành học phần giáo dục thể chất phù hợp với trình độ đào tạo
462, đối tượng nào sau đây được ưu tiên vào kí túc xá theo chính sách của  đại học quốc gia hà nội, con thương binh  liệt sỹ  người dân tộc thiểu số  hộ gia đình chính sách
463, sinh viên được xét tuyển bổ sung sinh viên vào chương trình đào tạo tài năng  chuẩn quốc tế  chất lượng cao là, cả a và c đều đúng  là sinh viên năm thứ 2
464, bí thư đoàn đại học quốc gia hà nội hiện nay là đồng chí, đồng chí trương ngọc kiểm
465, tuổi trẻ đại học quốc gia hà nội có một gương mặt được trung ương đoàn vinh danh giải thưởng gương mặt trẻ việt nam tiêu biểu năm 2017  đó là, đinh quang hiếu
466, phó chủ tịch hội sinh viên đại học quốc gia hà nội khóa iv  là sinh viên là ai, đặng huyền thư
467, chủ tịch hội sinh viên  đại học quốc gia hà nội là ai, đồng chí hứa thanh hoa được bầu làm tân chủ tịch hội sinh viên đại học quốc gia hà nội
468, tiến sĩ nguyễn kim sơn là ai, nguyễn kim sơn (sinh ngày 18 tháng 11 năm 1966) là một nhà khoa học về lĩnh vực khoa học xã hội và nhân văn. ông hiện là giám đốc đại học quốc gia hà nội. 
469,idk,Xin lỗi mình chưa nghe rõ bạn có thể nói lại được không
470,idk,bạn có thể đặt câu hỏi chi tiết hơn không
471, trụ sở của đại học đông dương ở đâu, số 19 phố lê thánh tông  quận hoàn kiếm  thành phố hà nội
472, trụ sở của đại học quốc gia việt nam ở đâu, số 19 phố lê thánh tông  quận hoàn kiếm  thành phố hà nội
473, đại học quốc gia việt nam ở đâu, số 19 phố lê thánh tông  quận hoàn kiếm  thành phố hà nội
474, đại học quốc gia hà nội ở đâu, số 144 xuân thủy cầu giấy thành phố hà nội
475, đại học quốc gia ở đâu, số 144 xuân thủy cầu giấy thành phố hà nội
476, ngày 20/12/2003  thủ tướng chính phủ phan văn khải đã chính thức động thổ xây dựng  đại học quốc gia hà nội tại đâu, xã thạch hòa  huyện thạch thất  hà nội
477, khoa các khoa học liên ngành –  đại học quốc gia hà nội có địa chỉ tại, 144 xuân thuỷ  cầu giấy  hà nội
478, trụ sở bệnh viện  đại học quốc gia hà nội nằm ở đâu, 182  đường lương thế vinh  quận thanh xuân  thành phố hà nội
479, thực hiện chủ trương của  đại học quốc gia hà nội về chuyên môn hóa các đơn vị đào tạo  bộ môn giáo dục thể chất được chuyển về đâu, trung tâm giáo dục thể chất và thể thao trực thuộc đhqghn
480, đại học quốc gia hà nội là một trong hai hệ thống đại học quốc gia của việt nam được đặt tại đâu, được đặt tại hà nội.
481, lễ ra quân chiến dịch mùa hè thanh niên tình nguyện 2017 do đoàn thanh niên - hội sinh viên  đại học quốc gia hà nội được tổ chức tại đâu, huyện chợ mới  tỉnh bắc kạn
482, sinh viên  đại học quốc gia hà nội học giáo dục an ninh - quốc phòng ở đâu , khu quân sự hòa lạc
483, trụ sở của đại học công nghệ ở đâu, ở số 144 xuân thủy cầu giấy.
484, trụ sở của đại học ngoại ngữ ở đâu, ở số 144 xuân thủy cầu giấy.
485, trụ sở của đại học kinh tế ở đâu, ở số 144 xuân thủy cầu giấy.
486, trụ sở của đại học giáo dục ở đâu, ở số 144 xuân thủy cầu giấy.
487, trụ sở của trường đại học luật ở đâu, ở số 144 xuân thủy cầu giấy.
488, trụ sở của đại học khoa học tự nhiên ở đâu, ở số 334 nguyễn trãi thanh xuân trung thanh xuân hà nội
489, trụ sở của đại học khoa học xã hội và nhân văn ở đâu, ở số 336 nguyễn trãi thanh xuân trung thanh xuân hà nội
490,idk,Xin lỗi mình chưa nghe rõ bạn có thể nói lại được không
491,idk,bạn có thể đặt câu hỏi chi tiết hơn không
492, tính đến năm 2000   đại học quốc gia hà nội có bao nhiêu trường đại học thành viên, đhqghn có 5 trường thành viên tính đến năm 2000
493, tính đến năm 2000   đại học quốc gia hà nội có bao nhiêu viện nghiên cứu, đhqghn có 1 viện nghiên cứu tính đến năm 2000
494, theo quyết định số 14/2001/qđ–ttg   đại học quốc gia hà nội có mấy trường đại học thành viên, đhqghn có 3 trường thành viên.
495, tính đến năm 2018   đại học quốc gia hà nội gồm bao nhiêu trường đại học thành viên, đhqghn có 7 trường thành viên vào năm 2018
496, tính đến năm 2018   đại học quốc gia hà nội có bao nhiêu khoa trực thuộc, đhqghn có 5 khoa trực thuộc vào năm 2018
497, tính đến năm 2018   đại học quốc gia hà nội có bao nhiêu trung tâm đào tạo, có 2 trung tâm đào tạo vào năm 2018
498, tính đến năm 2018   đại học quốc gia hà nội có bao nhiêu viện nckh, có 7 viện nckh vào năm 2018
499, tính đến năm 2011   đại học quốc gia hà nội có bao nhiêu trường đại học thành viên, có 6 trường thành viên vào năm 2011
500, tính đến năm 2011   đại học quốc gia hà nội có bao nhiêu viện nghiên cứu thành viên, có 3 viện nghiên cứu thành viên vào năm 2011
501, tính đến năm 2011   đại học quốc gia hà nội có bao nhiêu khoa đào tạo trực thuộc, có 5 khoa đào tạo vào năm 2011
502, mặc dù mới được thành lập nhưng từ năm 1956 – 1959  trường đại học tổng hợp đã biên soạn được bao nhiêu giáo trình mới, 30
503, đến năm 1965  trong hoàn cảnh chiến tranh và khó khăn  hệ thống đào tạo trường đại học tổng hợp đã có bao nhiêu giáo trình cơ sở và chuyên đề, 202
504, đến năm 1965  đại học tổng hợp đã có bao nhiêu cán bộ giảng dạy, 315
505, đến năm 1965  đại học tổng hợp đã có bao nhiêu cán bộ giảng dạy có trình độ tiến sĩ và phó tiến sĩ, 30
506, trong năm học 1975 –1976  có bao nhiêu tập thể lớp tại đại học tổng hợp hà nội được thành đoàn hà nội công nhận danh hiệu tập thể sinh viên xhcn, 7
507, những năm học đầu tiên  trường đại học tổng hợp hà nội chia các lĩnh vực đào tạo chuyên môn thành bao nhiêu ban, 2
508, trong ngày đầu khai giảng  trường đại học tổng hợp hà nội có bao nhiêu sinh viên tựu trường, ngày đầu khai giảng có hơn 400 sinh viên về tựu trường
509, ngày đầu mới thành lập  đại học tổng hợp hà nội có bao nhiêu cán bộ giảng dạy, tất cả có 43 cán bộ giảng dạy khi đại học tổng hợp mới thành lập.
510, đến năm học 1968 – 1969  trường đại học tổng hợp hà nội có bao nhiêu khoa trực thuộc, đại học tổng hợp hà nội có 8 khoa trực thuộc vào năm 1968-1969
511, đến năm học 1965 – 1966  trường đại học tổng hợp hà nội có bao nhiêu khoa trực thuộc, đại học tổng hợp hà nội có 7 khoa trực thuộc vào năm 1965-1966
512, sau 30 năm thành lập  đội ngũ cán bộ khoa học của trường đại học tổng hợp hà nội đã có bao nhiêu đề tài nghiên cứu khoa học cấp nhà nước và cấp bộ, có tất cả 157 đề tài nghiên cứu khoa học cấp nhà nước và cấp bộ.
513, đến năm 1986  trường đại học tổng hợp hà nội có bao nhiêu khoa trực thuộc, có 14 khoa trực thuộc vào năm 1986
514, đến năm 1986  trường đại học tổng hợp hà nội có bao nhiêu trung tâm nghiên cứu khoa học, có 7 trung tâm nghiên cứu khoa học vào năm 1986
515, đến năm 1986  trường đại học tổng hợp hà nội có bao nhiêu giáo sư và phó giáo sư, có 109 giáo sư và phó giáo sư tham gia giảng dạy vào năm 1986
516, đến năm 1986  trường đại học tổng hợp hà nội có bao nhiêu tiến sĩ và phó tiến sĩ, có 264 tiến sĩ và phó tiến sĩ tham gia giảng dạy vào năm 1986
517, riêng trong 2 năm 1988 – 1989  đội ngũ cán bộ trường đại học tổng hợp đã triển khai bao nhiêu đề tài nghiên cứu các cấp, có tất cả 94 đề tài nghiên cứu khoa học các cấp trong 2 năm 1988 - 1989
518, tính đến năm học 1992 – 1993  trường đại học tổng hợp đã có bao nhiêu khoa trực thuộc, có 15 khoa trực thuộc đại học tổng hợp đến năm 1992-1993.
519, năm giáo trình  của đại học tổng hợp có bao nhiêu đầu sách giáo trình được in, có tất cả 82 đầu sách giáo trình được in ra vào năm giáo trình.
520, cơ cấu tổ chức của trung tâm giáo dục quốc phòng –  đại học quốc gia hà nội gồm bao nhiêu khoa, trung tâm giáo dục quốc phòng gồm 2 khoa.
521, từ sau năm 1917 đến trước thế chiến thứ hai  đại học đông dương tiền thân  đại học quốc gia hà nội có bao nhiêu trường đại học thành viên, có 14 trường thành viên đại học đông dương đến năm 1917.
522, trong năm học đầu tiên  đại học quốc gia việt nam có bao nhiêu sinh viên đăng kí học, khóa đầu tiên của đhqghn có 1149 sinh viên theo học.
523,  đại học quốc gia hà nội có bao nhiêu đơn vị hỗ trợ/dịch vụ, 12
524, tính đến nay  khoa các khoa học liên ngành –  đại học quốc gia hà nội có bao nhiêu chương trình đào tạo, khoa các khoa học liên ngành – đhqghn có 4 chương trình đào tạo
525, bệnh viện  đại học quốc gia hà nội có quy mô bao nhiêu giường bệnh tại nội thành hà nội, bệnh viện đhqghn có 100 giường bệnh
526, hiện tại   đại học quốc gia hà nội đang triển khai bao nhiêu chương trình đào tạo đại học, đhqghn có 136 chương trình đào tạo đại học
527, năm 2017   giáo sư phan huy lê nhận giải thưởng hồ chí minh về kh&cn lần thứ mấy với công trình  lịch sử và văn hóa việt nam – tiếp cận bộ phận , năm 2017  gs. phan huy lê nhận giải thưởng hồ chí minh về kh&cn lần thứ v
528, trong năm 2017   giáo sư thân đức hiền nhận giải thưởng nhà nước về kh&cn lần thứ mấy với cụm công trình  nghiên cứu cơ bản và định hướng ứng dụng các vật liệu từ liên kim loại đất hiếm – kim loại chuyển tiếp , năm 2017  gs. thân đức hiền nhận giải thưởng nhà nước về kh&cn lần thứ v
529, năm học 2018 - 2019  trường đại học khoa học xã hội và nhân văn   đại học quốc gia hà nội tuyển sinh tại bao nhiêu ngành học, năm học 2018 - 2019 đại học khoa học xã hội và nhân văn tuyển sinh 24 ngành học
530, tính đến năm 2018   đại học quốc gia hà nội đã áp dụng phương thức đào tạo theo tín chỉ được bao nhiêu năm, phương pháp học tín chỉ được 10 năm
531, có bao nhiêu đơn vị thuộc  đại học quốc gia hà nội đang triển khai đào tạo bằng kép bậc đại học chính quy, có 5 đơn vị triển khai đào tạo bằng kép
532, trong giai đoạn 2014 – 2020   đại học quốc gia hà nội có bao nhiêu ngành đào tạo cử nhân tài năng, có 4 ngành đào tạo cử nhân tài năng.
533, trong giai đoạn 2014 – 2020   đại học quốc gia hà nội có bao nhiêu chuyên ngành đào tạo cử nhân đạt chuẩn quốc tế, có 15 ngành đào tạo cử nhận đạt chuẩn quốc tế.
534, trong giai đoạn 2014 – 2020   đại học quốc gia hà nội có bao nhiêu chuyên ngành đào đào cử nhân trọng điểm, có 17 ngành đào tạo cử nhân đạt chuẩn quốc tế.
535, trong giai đoạn 2014 – 2020   đại học quốc gia hà nội có bao nhiêu chuyên ngành đào đào thạc sĩ, có 168 chuyên nghành đào tạo thạc sĩ
536, trong giai đoạn 2014 – 2020   đại học quốc gia hà nội có bao nhiêu chuyên ngành đào đào tiến sĩ, có 137 chuyên nghành đào tạo tiến sĩ
537, tính đến nay   đại học quốc gia hà nội có tổng cộng bao nhiêu chương trình liên kết đào tạo quốc tế, có 26 chương trình liên kết đào tạo quốc tế
538, theo quy chế đào tạo  chương trình đào tạo chuẩn được thiết kế có bao nhiêu tín chỉ, 120 đến 140 tín chỉ
539, theo bảng xếp hạng qs năm 2017   đại học quốc gia hà nội được xếp thứ bao nhiêu trong top 150 đại học hàng đầu châu á, 139
540, thông thường  thời gian đào tạo đối với chương trình đào tạo hệ đại học hệ chuẩn trong các đơn vị đào tạo tại  đại học quốc gia hà nội là bao lâu, thời gian đào tạo chuognw trình chuẩn là 4 năm
541, tại các đơn vị đào tạo tại  đại học quốc gia hà nội  mỗi kì học  sinh viên phải đăng ký tối thiểu bao nhiêu tín chỉ đối với chương trình đào tạo chất lượng cao, chương trình chất lượng cao đăng kí tối thiểu 18 tín
542, số tín chỉ tối thiểu để tham gia xét học bổng theo ngân sách đối với hệ chất lượng cao của  đại học quốc gia hà nội là bao nhiêu, tối thiểu học 16 tín chỉ mới đủ điều kiện xét học bổng
543, thỏa thuận hợp tác giữa  đại học quốc gia hà nội và ubnd tỉnh quảng ninh diễn ra trong bao nhiêu lĩnh vực, có 3 lĩnh vực được thỏa thuận hợp tác giữa đhqghn và ubnd tỉnh quảng ninh. 
544,  đại học quốc gia hà nội có bao nhiêu chuyên ngành đào tạo cử nhân , đhqghn hiện có 110 chuyên nghành đào tạo cử nhân
545, có bao nhiêu chương trình đào tạo đại học chính quy bằng tiếng anh do đại học quốc gia hà nội cấp bằng của khoa quốc tế –  đại học quốc gia hà nội, 3
